Name,CASRN_DTXSID,Identifier,SMILES_DTXSID,SMILES,MolecularFormula,MonoisotopicMass,InChI,InChIKey,DTXCID_MSready,EXPOCAST_MEDIAN_EXPOSURE_PREDICTION_MGperKG_BWperDAY,DATA_SOURCES,TOXCAST_PERCENT_ACTIVE,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT,KEMIMARKET,MASSBANKREF,NORMANPRI,STOFFIDENT,TOXCAST
5-[4-(Hydroxymethyl)phenyl]pyridin-3-ol,1261989-10-9,DTXSID60682609,OCC1=CC=C(C=C1)C1=CC(O)=CN=C1,OCC1=CC=C(C=C1)C1=CC(O)=CN=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c14-8-9-1-3-10(4-2-9)11-5-12(15)7-13-6-11/h1-7,14-15H,8H2",VXHOOQKUVRPSMY-UHFFFAOYSA-N,DTXCID60633358,-,1,-,-,9,-,-,-,-,-,-
3-Ethylquinoline-4-carboxylic acid,1873-52-5,DTXSID00281392,CCC1=C(C(O)=O)C2=CC=CC=C2N=C1,CCC1=C(C(O)=O)C2=CC=CC=C2N=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-2-8-7-13-10-6-4-3-5-9(10)11(8)12(14)15/h3-7H,2H2,1H3,(H,14,15)",VZNJFRIPRWNVLS-UHFFFAOYSA-N,DTXCID00232546,-,3,-,-,17,-,-,-,-,-,-
"5,6,7-Trimethyl-1-oxo-1,3-dihydro-2-benzofuran-4-carbonitrile",53935-68-5,DTXSID70493107,CC1=C2C(=O)OCC2=C(C#N)C(C)=C1C,CC1=C2C(=O)OCC2=C(C#N)C(C)=C1C,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-6-7(2)9(4-13)10-5-15-12(14)11(10)8(6)3/h5H2,1-3H3",WEFSDBFAHVFIHC-UHFFFAOYSA-N,DTXCID40443917,-,1,-,-,9,-,-,-,-,-,-
"2-(3,4-Dimethylphenyl)-1,3-oxazole-4-carbaldehyde",885273-32-5,DTXSID60695870,CC1=C(C)C=C(C=C1)C1=NC(C=O)=CO1,CC1=C(C)C=C(C=C1)C1=NC(C=O)=CO1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-8-3-4-10(5-9(8)2)12-13-11(6-14)7-15-12/h3-7H,1-2H3",WHCYEAQWWRLBRQ-UHFFFAOYSA-N,DTXCID50646619,-,1,-,-,23,-,-,-,-,-,-
Methyl 3-aminonaphthalene-2-carboxylate,21597-54-6,DTXSID70499568,COC(=O)C1=CC2=CC=CC=C2C=C1N,COC(=O)C1=CC2=CC=CC=C2C=C1N,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-15-12(14)10-6-8-4-2-3-5-9(8)7-11(10)13/h2-7H,13H2,1H3",WHMQTPBEFHEYJI-UHFFFAOYSA-N,DTXCID90450378,-,3,-,-,28,-,-,-,-,-,-
"4-Anilinobenzene-1,3-diol",100063-17-0,DTXSID30556227,OC1=CC(O)=C(NC2=CC=CC=C2)C=C1,OC1=CC(O)=C(NC2=CC=CC=C2)C=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c14-10-6-7-11(12(15)8-10)13-9-4-2-1-3-5-9/h1-8,13-15H",WIIVQKHIBRVVRV-UHFFFAOYSA-N,DTXCID10507010,-,1,-,-,9,-,-,-,-,-,-
7-Ethylquinoline-3-carboxylic acid,948290-70-8,DTXSID60589169,CCC1=CC2=NC=C(C=C2C=C1)C(O)=O,CCC1=CC2=NC=C(C=C2C=C1)C(O)=O,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-2-8-3-4-9-6-10(12(14)15)7-13-11(9)5-8/h3-7H,2H2,1H3,(H,14,15)",WJMGUVPYUJSNMI-UHFFFAOYSA-N,DTXCID70539933,-,1,-,-,18,-,-,-,-,-,-
"2,7-Dimethylquinoline-3-carboxylic acid",470702-35-3,DTXSID80355924,CC1=CC2=NC(C)=C(C=C2C=C1)C(O)=O,CC1=CC2=NC(C)=C(C=C2C=C1)C(O)=O,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-7-3-4-9-6-10(12(14)15)8(2)13-11(9)5-7/h3-6H,1-2H3,(H,14,15)",WKTYGVBJWKJPEY-UHFFFAOYSA-N,DTXCID50306983,-,2,-,-,41,-,-,-,-,-,-
Methyl 2-(quinolin-2-yl)acetate,52249-48-6,DTXSID80442404,COC(=O)CC1=NC2=CC=CC=C2C=C1,COC(=O)CC1=NC2=CC=CC=C2C=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-15-12(14)8-10-7-6-9-4-2-3-5-11(9)13-10/h2-7H,8H2,1H3",WLCSNNDPZBIWPC-UHFFFAOYSA-N,DTXCID80393225,-,1,-,-,29,-,-,-,-,-,-
3-(Isoquinolin-7-yl)propanoic acid,87087-27-2,DTXSID40702096,OC(=O)CCC1=CC2=C(C=CN=C2)C=C1,OC(=O)CCC1=CC2=C(C=CN=C2)C=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c14-12(15)4-2-9-1-3-10-5-6-13-8-11(10)7-9/h1,3,5-8H,2,4H2,(H,14,15)",WNTHANZFIMNECZ-UHFFFAOYSA-N,DTXCID80652844,-,1,-,-,9,-,-,-,-,-,-
"1H-Pyrrole-2,5-dione, 3-methyl-1-(4-methylphenyl)-",3120-12-5,DTXSID90392249,CC1=CC(=O)N(C1=O)C1=CC=C(C)C=C1,CC1=CC(=O)N(C1=O)C1=CC=C(C)C=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-8-3-5-10(6-4-8)13-11(14)7-9(2)12(13)15/h3-7H,1-2H3",WOKURXAXAPLSNE-UHFFFAOYSA-N,DTXCID90343110,-,1,-,-,23,-,-,-,-,-,-
6-(Methylamino)naphthalene-2-carboxylic acid,141361-12-8,DTXSID10666499,CNC1=CC2=C(C=C1)C=C(C=C2)C(O)=O,CNC1=CC2=C(C=C1)C=C(C=C2)C(O)=O,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-13-11-5-4-8-6-10(12(14)15)3-2-9(8)7-11/h2-7,13H,1H3,(H,14,15)",WPSQRSXGEYLOJA-UHFFFAOYSA-N,DTXCID50617248,-,1,-,-,8,-,-,-,-,-,-
6-Ethoxyquinoline-2-carbaldehyde,100063-12-5,DTXSID10613948,CCOC1=CC2=C(C=C1)N=C(C=O)C=C2,CCOC1=CC2=C(C=C1)N=C(C=O)C=C2,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-2-15-11-5-6-12-9(7-11)3-4-10(8-14)13-12/h3-8H,2H2,1H3",WRZJIHGBMXGHAJ-UHFFFAOYSA-N,DTXCID50564703,-,1,-,-,21,-,-,-,-,-,-
"8-Quinolinecarboxylic acid, ethyl ester",25635-22-7,DTXSID80180314,CCOC(=O)C1=CC=CC2=C1N=CC=C2,CCOC(=O)C1=CC=CC2=C1N=CC=C2,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-2-15-12(14)10-7-3-5-9-6-4-8-13-11(9)10/h3-8H,2H2,1H3",WTLGTEPKKMWKPX-UHFFFAOYSA-N,DTXCID90102805,-,3,-,-,51,-,-,-,-,-,-
[3-(1H-Pyrrol-1-yl)phenyl]acetic acid,112575-87-8,DTXSID00554593,OC(=O)CC1=CC(=CC=C1)N1C=CC=C1,OC(=O)CC1=CC(=CC=C1)N1C=CC=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c14-12(15)9-10-4-3-5-11(8-10)13-6-1-2-7-13/h1-8H,9H2,(H,14,15)",WTOSROUNYWZHRA-UHFFFAOYSA-N,DTXCID30505376,-,1,-,-,9,-,-,-,-,-,-
"(3,4-Dimethylphenyl)(1,3-oxazol-2-yl)methanone",898784-50-4,DTXSID40642125,CC1=C(C)C=C(C=C1)C(=O)C1=NC=CO1,CC1=C(C)C=C(C=C1)C(=O)C1=NC=CO1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-8-3-4-10(7-9(8)2)11(14)12-13-5-6-15-12/h3-7H,1-2H3",WWQAOVYGIPDHBN-UHFFFAOYSA-N,DTXCID20592876,-,1,-,-,8,-,-,-,-,-,-
Amino(naphthalen-2-yl)acetic acid--hydrogen chloride (1/1),433292-03-6,DTXSID70646954,Cl.NC(C(O)=O)C1=CC2=CC=CC=C2C=C1,NC(C(O)=O)C1=CC=C2C=CC=CC2=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c13-11(12(14)15)10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H,13H2,(H,14,15)",XAJPMFUAJFQIIT-UHFFFAOYSA-N,DTXCID80881475,-,1,-,-,19,-,-,-,-,-,-
5-(Benzyloxy)-2-azabicyclo[2.2.0]hex-5-en-3-one,77149-75-8,DTXSID10506609,O=C1NC2C=C(OCC3=CC=CC=C3)C12,O=C1NC2C=C(OCC3=CC=CC=C3)C12,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c14-12-11-9(13-12)6-10(11)15-7-8-4-2-1-3-5-8/h1-6,9,11H,7H2,(H,13,14)",XAVZICIMDOWWBH-UHFFFAOYSA-N,DTXCID30971375,-,1,-,-,4,-,-,-,-,-,-
"7-Amino-3,3a-dihydronaphtho[2,3-b]furan-4(2H)-one",646058-82-4,DTXSID10733514,NC1=CC2=C(C=C1)C(=O)C1CCOC1=C2,NC1=CC=C2C(=O)C3CCOC3=CC2=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c13-8-1-2-9-7(5-8)6-11-10(12(9)14)3-4-15-11/h1-2,5-6,10H,3-4,13H2",XCJCBCRNOVUUCB-UHFFFAOYSA-N,DTXCID00997527,-,1,-,-,5,-,-,-,-,-,-
"3,4-Dimethyl-1-phenyl-1H-pyrrole-2,5-dione",81109-49-1,DTXSID20506837,CC1=C(C)C(=O)N(C1=O)C1=CC=CC=C1,CC1=C(C)C(=O)N(C1=O)C1=CC=CC=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-8-9(2)12(15)13(11(8)14)10-6-4-3-5-7-10/h3-7H,1-2H3",XCOLWDZEHYDCOP-UHFFFAOYSA-N,DTXCID50457646,-,3,-,-,17,-,-,-,-,-,-
"1-Hydroxy-1,2,3,9-tetrahydro-4H-carbazol-4-one",139662-31-0,DTXSID70568526,OC1CCC(=O)C2=C1NC1=CC=CC=C21,OC1CCC(=O)C2=C1NC1=CC=CC=C21,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c14-9-5-6-10(15)12-11(9)7-3-1-2-4-8(7)13-12/h1-4,10,13,15H,5-6H2",XDLDLXPSHOZXOF-UHFFFAOYSA-N,DTXCID70946002,-,1,-,-,6,-,-,-,-,-,-
2-methyl-5-phenyl-1h-pyrrole-3-carboxylic acid,5441-73-6,DTXSID40281250,CC1=C(C=C(N1)C1=CC=CC=C1)C(O)=O,CC1=C(C=C(N1)C1=CC=CC=C1)C(O)=O,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-8-10(12(14)15)7-11(13-8)9-5-3-2-4-6-9/h2-7,13H,1H3,(H,14,15)",XDXKXRVCTYULQN-UHFFFAOYSA-N,DTXCID40232404,-,2,-,-,23,-,-,-,-,-,-
Methyl 5-aminonaphthalene-1-carboxylate,91569-19-6,DTXSID30633926,COC(=O)C1=CC=CC2=C1C=CC=C2N,COC(=O)C1=CC=CC2=C1C=CC=C2N,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-15-12(14)10-6-2-5-9-8(10)4-3-7-11(9)13/h2-7H,13H2,1H3",XFPOUBKDAKYFKW-UHFFFAOYSA-N,DTXCID00584678,-,1,-,-,21,-,-,-,-,-,-
8-(Aminomethyl)naphthalene-2-carboxylic acid--hydrogen chloride (1/1),152768-98-4,DTXSID80670068,Cl.NCC1=CC=CC2=C1C=C(C=C2)C(O)=O,NCC1=CC=CC2=CC=C(C=C12)C(O)=O,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c13-7-10-3-1-2-8-4-5-9(12(14)15)6-11(8)10/h1-6H,7,13H2,(H,14,15)",XKALVRVBMAMANT-UHFFFAOYSA-N,DTXCID90887685,-,1,-,-,12,-,-,-,-,-,-
"1-Methyl-3-(4-methylphenyl)-1H-pyrrole-2,5-dione",716-00-7,DTXSID50604496,CN1C(=O)C=C(C1=O)C1=CC=C(C)C=C1,CN1C(=O)C=C(C1=O)C1=CC=C(C)C=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-8-3-5-9(6-4-8)10-7-11(14)13(2)12(10)15/h3-7H,1-2H3",XNANYHXQVMSFDH-UHFFFAOYSA-N,DTXCID10555253,-,1,-,-,9,-,-,-,-,-,-
Methyl 3-(1H-indol-7-yl)prop-2-enoate,104682-97-5,DTXSID10733832,COC(=O)C=CC1=CC=CC2=C1NC=C2,COC(=O)C=CC1=CC=CC2=C1NC=C2,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-15-11(14)6-5-9-3-2-4-10-7-8-13-12(9)10/h2-8,13H,1H3",XOLBSBOCRAAKLU-UHFFFAOYSA-N,DTXCID50684576,-,1,-,-,9,-,-,-,-,-,-
1-(4-METHOXYPHENYL)PYRIDIN-2(1H)-ONE,725256-40-6,DTXSID20479835,COC1=CC=C(C=C1)N1C=CC=CC1=O,COC1=CC=C(C=C1)N1C=CC=CC1=O,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-15-11-7-5-10(6-8-11)13-9-3-2-4-12(13)14/h2-9H,1H3",XPOAQLWTRJJVPO-UHFFFAOYSA-N,DTXCID40430645,-,1,-,-,17,-,-,-,-,-,-
1-(benzyloxy)pyridin-2(1H)-one,5280-02-4,DTXSID00356478,O=C1C=CC=CN1OCC1=CC=CC=C1,O=C1C=CC=CN1OCC1=CC=CC=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c14-12-8-4-5-9-13(12)15-10-11-6-2-1-3-7-11/h1-9H,10H2",XPXARICFNFFNEK-UHFFFAOYSA-N,DTXCID10307537,-,1,-,-,25,-,-,-,-,-,-
"Pyrrole-2-acetic acid, 5-phenyl-",5449-90-1,DTXSID90202894,OC(=O)CC1=CC=C(N1)C1=CC=CC=C1,OC(=O)CC1=CC=C(N1)C1=CC=CC=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c14-12(15)8-10-6-7-11(13-10)9-4-2-1-3-5-9/h1-7,13H,8H2,(H,14,15)",XQJSJRJYORMNQE-UHFFFAOYSA-N,DTXCID20125385,-,3,-,-,20,-,-,-,-,-,-
"7,8-Dimethylquinoline-3-carboxylic acid",71082-60-5,DTXSID30589156,CC1=C(C)C2=NC=C(C=C2C=C1)C(O)=O,CC1=C(C)C2=NC=C(C=C2C=C1)C(O)=O,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-7-3-4-9-5-10(12(14)15)6-13-11(9)8(7)2/h3-6H,1-2H3,(H,14,15)",XRULEXYPJZHNOV-UHFFFAOYSA-N,DTXCID40539920,-,2,-,-,18,-,-,-,-,-,-
2-(4-methoxyphenyl)pyridin-3-ol,36726-85-9,DTXSID30357115,COC1=CC=C(C=C1)C1=C(O)C=CC=N1,COC1=CC=C(C=C1)C1=C(O)C=CC=N1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-15-10-6-4-9(5-7-10)12-11(14)3-2-8-13-12/h2-8,14H,1H3",XRYUYXUOBRWERE-UHFFFAOYSA-N,DTXCID00308174,-,2,-,-,30,-,-,-,-,-,-
4-Methoxynaphthalene-1-carboxamide,112750-56-8,DTXSID50556789,COC1=CC=C(C(N)=O)C2=CC=CC=C12,COC1=CC=C(C(N)=O)C2=CC=CC=C12,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-15-11-7-6-10(12(13)14)8-4-2-3-5-9(8)11/h2-7H,1H3,(H2,13,14)",XTOKOUSVALEYKX-UHFFFAOYSA-N,DTXCID70507571,-,1,-,-,12,-,-,-,-,-,-
"1-(4-Methylphenyl)-3-azabicyclo[3.1.0]hexane-2,4-dione",66504-87-8,DTXSID60507964,CC1=CC=C(C=C1)C12CC1C(=O)NC2=O,CC1=CC=C(C=C1)C12CC1C(=O)NC2=O,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-7-2-4-8(5-3-7)12-6-9(12)10(14)13-11(12)15/h2-5,9H,6H2,1H3,(H,13,14,15)",XTYDBYBSBXUPEO-UHFFFAOYSA-N,DTXCID90971770,-,2,-,-,27,-,-,-,-,-,-
2-(2-Aminophenoxy)phenol,91569-24-3,DTXSID20579268,NC1=CC=CC=C1OC1=CC=CC=C1O,NC1=CC=CC=C1OC1=CC=CC=C1O,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)14/h1-8,14H,13H2",XYUXUJSTFGWTOU-UHFFFAOYSA-N,DTXCID40530033,-,1,-,-,9,-,-,-,-,-,-
5-(3-Methoxyphenyl)pyridin-3-ol,1261909-28-7,DTXSID90682617,COC1=CC=CC(=C1)C1=CC(O)=CN=C1,COC1=CC=CC(=C1)C1=CC(O)=CN=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-15-12-4-2-3-9(6-12)10-5-11(14)8-13-7-10/h2-8,14H,1H3",YCADAQLNMYNQJI-UHFFFAOYSA-N,DTXCID90633366,-,1,-,-,10,-,-,-,-,-,-
"Maleimide, N-phenethyl-",6943-90-4,DTXSID90287848,O=C1C=CC(=O)N1CCC1=CC=CC=C1,O=C1C=CC(=O)N1CCC1=CC=CC=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c14-11-6-7-12(15)13(11)9-8-10-4-2-1-3-5-10/h1-7H,8-9H2",YDGBGLKCFQULNS-UHFFFAOYSA-N,DTXCID30238995,-,6,-,-,58,-,-,-,-,-,-
"2-Naphthalenecarboxamide, 1-hydroxy-N-methyl-",62353-81-5,DTXSID70886479,CNC(=O)C1=C(O)C2=C(C=CC=C2)C=C1,CNC(=O)C1=C(O)C2=C(C=CC=C2)C=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-13-12(15)10-7-6-8-4-2-3-5-9(8)11(10)14/h2-7,14H,1H3,(H,13,15)",YEOGSEYGVSFBHS-UHFFFAOYSA-N,DTXCID801025803,-,5,-,-,-,-,-,-,-,-,-
4-(1-Benzofuran-2-yl)pyrrolidin-2-one,75292-87-4,DTXSID90531590,O=C1CC(CN1)C1=CC2=CC=CC=C2O1,O=C1CC(CN1)C1=CC2=CC=CC=C2O1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c14-12-6-9(7-13-12)11-5-8-3-1-2-4-10(8)15-11/h1-5,9H,6-7H2,(H,13,14)",YGFLQOSJXHSGKZ-UHFFFAOYSA-N,DTXCID70979254,-,1,-,-,9,-,-,-,-,-,-
Ethyl isoquinoline-5-carboxylate,58794-08-4,DTXSID10608056,CCOC(=O)C1=CC=CC2=C1C=CN=C2,CCOC(=O)C1=CC=CC2=C1C=CN=C2,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-2-15-12(14)11-5-3-4-9-8-13-7-6-10(9)11/h3-8H,2H2,1H3",YHUNEISKNBENOW-UHFFFAOYSA-N,DTXCID40558813,-,1,-,-,13,-,-,-,-,-,-
1-[5-(2-Amino-phenyl)-furan-2-yl]-ethanone,62144-37-0,DTXSID60428089,CC(=O)C1=CC=C(O1)C1=CC=CC=C1N,CC(=O)C1=CC=C(O1)C1=CC=CC=C1N,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-8(14)11-6-7-12(15-11)9-4-2-3-5-10(9)13/h2-7H,13H2,1H3",YKLOPEOUCRMGDN-UHFFFAOYSA-N,DTXCID50378923,-,1,-,-,13,-,-,-,-,-,-
5-(Hydroxymethyl)-1-phenylpyridin-2(1H)-one,887406-49-7,DTXSID50475284,OCC1=CN(C(=O)C=C1)C1=CC=CC=C1,OCC1=CN(C(=O)C=C1)C1=CC=CC=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c14-9-10-6-7-12(15)13(8-10)11-4-2-1-3-5-11/h1-8,14H,9H2",YLTGBKWRQSGNOI-UHFFFAOYSA-N,DTXCID50426094,-,1,-,-,19,-,-,-,-,-,-
N-[4-(Furan-2-yl)phenyl]acetamide,69836-64-2,DTXSID40366450,CC(=O)NC1=CC=C(C=C1)C1=CC=CO1,CC(=O)NC1=CC=C(C=C1)C1=CC=CO1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-9(14)13-11-6-4-10(5-7-11)12-3-2-8-15-12/h2-8H,1H3,(H,13,14)",YOUVSHSXXFRORJ-UHFFFAOYSA-N,DTXCID60317489,-,1,-,-,39,-,-,-,-,-,-
"4-methyl-2,3-dihydrofuro[3,2-c][1,5]benzoxazepine",32713-05-6,DTXSID00298647,CC1=C2CCOC2=NC2=CC=CC=C2O1,CC1=C2CCOC2=NC2=CC=CC=C2O1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-8-9-6-7-14-12(9)13-10-4-2-3-5-11(10)15-8/h2-5H,6-7H2,1H3",YPBUTSAQUWDGFV-UHFFFAOYSA-N,DTXCID90249784,-,2,-,-,12,-,-,-,-,-,-
N-Hydroxy-N-2-naphthalenylacetamide,2508-23-8,DTXSID50179770,CC(=O)N(O)C1=CC2=CC=CC=C2C=C1,CC(=O)N(O)C1=CC2=CC=CC=C2C=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-9(14)13(15)12-7-6-10-4-2-3-5-11(10)8-12/h2-8,15H,1H3",YPSGSWZVNGYAOL-UHFFFAOYSA-N,DTXCID10102261,-,10,-,1,16,-,-,-,-,-,-
"Phenol, 4,4'-iminobis-",1752-24-5,DTXSID6061945,OC1=CC=C(NC2=CC=C(O)C=C2)C=C1,OC1=CC=C(NC2=CC=C(O)C=C2)C=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c14-11-5-1-9(2-6-11)13-10-3-7-12(15)8-4-10/h1-8,13-15H",YRUPBAWWCPVHFT-UHFFFAOYSA-N,DTXCID6035574,-,11,-,-,39,-,1,-,-,-,-
2-(2-Methoxyphenoxy)pyridine,6287-89-4,DTXSID80212043,COC1=CC=CC=C1OC1=CC=CC=N1,COC1=CC=CC=C1OC1=CC=CC=N1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-14-10-6-2-3-7-11(10)15-12-8-4-5-9-13-12/h2-9H,1H3",YSBYEQVJUQJNFS-UHFFFAOYSA-N,DTXCID80134534,-,4,-,-,21,-,1,-,-,-,-
Methyl 1-methylisoquinoline-3-carboxylate,94726-23-5,DTXSID20524399,COC(=O)C1=CC2=CC=CC=C2C(C)=N1,COC(=O)C1=CC2=CC=CC=C2C(C)=N1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-8-10-6-4-3-5-9(10)7-11(13-8)12(14)15-2/h3-7H,1-2H3",YWTWAKSULFKWRY-UHFFFAOYSA-N,DTXCID50475204,-,1,-,-,8,-,-,-,-,-,-
(1-acetoacetyl) indole,22582-62-3,DTXSID30482431,CC(=O)CC(=O)N1C=CC2=CC=CC=C12,CC(=O)CC(=O)N1C=CC2=CC=CC=C12,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-9(14)8-12(15)13-7-6-10-4-2-3-5-11(10)13/h2-7H,8H2,1H3",YYBRVTXZUHUFDR-UHFFFAOYSA-N,DTXCID30433241,-,1,-,-,10,-,-,-,-,-,-
4-(4-methylphenyl)-1H-pyrrole-3-carboxylic Acid,191668-22-1,DTXSID00443392,CC1=CC=C(C=C1)C1=CNC=C1C(O)=O,CC1=CC=C(C=C1)C1=CNC=C1C(O)=O,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-8-2-4-9(5-3-8)10-6-13-7-11(10)12(14)15/h2-7,13H,1H3,(H,14,15)",ZAJLJBWVJBNSMR-UHFFFAOYSA-N,DTXCID40394213,-,1,-,-,23,-,-,-,-,-,-
(6-phenoxypyridin-3-yl)methanol,101990-68-5,DTXSID20380134,OCC1=CN=C(OC2=CC=CC=C2)C=C1,OCC1=CN=C(OC2=CC=CC=C2)C=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c14-9-10-6-7-12(13-8-10)15-11-4-2-1-3-5-11/h1-8,14H,9H2",ZAKRVFYNLKKPOF-UHFFFAOYSA-N,DTXCID60331160,-,1,-,-,46,-,-,-,-,-,-
N-(3-Buten-1-yl)phthalimide,52898-32-5,DTXSID20320898,C=CCCN1C(=O)C2=CC=CC=C2C1=O,C=CCCN1C(=O)C2=CC=CC=C2C1=O,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-2-3-8-13-11(14)9-6-4-5-7-10(9)12(13)15/h2,4-7H,1,3,8H2",ZDOLXCKKXHSEJG-UHFFFAOYSA-N,DTXCID10272019,-,2,-,-,57,-,-,-,-,-,-
{4-[(Pyridin-2-yl)oxy]phenyl}methanol,194017-70-4,DTXSID10591333,OCC1=CC=C(OC2=CC=CC=N2)C=C1,OCC1=CC=C(OC2=CC=CC=N2)C=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c14-9-10-4-6-11(7-5-10)15-12-3-1-2-8-13-12/h1-8,14H,9H2",ZDTXOQRCIVCMLT-UHFFFAOYSA-N,DTXCID60542097,-,1,-,-,26,-,-,-,-,-,-
ethyl quinoline-5-carboxylate,98421-25-1,DTXSID00300799,CCOC(=O)C1=C2C=CC=NC2=CC=C1,CCOC(=O)C1=C2C=CC=NC2=CC=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-2-15-12(14)10-5-3-7-11-9(10)6-4-8-13-11/h3-8H,2H2,1H3",ZNPJEEKRBNYZQQ-UHFFFAOYSA-N,DTXCID00251934,-,1,-,-,45,-,-,-,-,-,-
"5,6-Dimethyl-2-phenyl-4H-1,3-oxazin-4-one",86739-29-9,DTXSID20515646,CC1=C(C)C(=O)N=C(O1)C1=CC=CC=C1,CC1=C(C)C(=O)N=C(O1)C1=CC=CC=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-8-9(2)15-12(13-11(8)14)10-6-4-3-5-7-10/h3-7H,1-2H3",ZOBYPADJXNEZET-UHFFFAOYSA-N,DTXCID30466453,-,1,-,-,4,-,-,-,-,-,-
"3-(3,5-Dimethylphenyl)-1,2-oxazole-5-carbaldehyde",885273-60-9,DTXSID60695996,CC1=CC(=CC(C)=C1)C1=NOC(C=O)=C1,CC1=CC(=CC(C)=C1)C1=NOC(C=O)=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-8-3-9(2)5-10(4-8)12-6-11(7-14)15-13-12/h3-7H,1-2H3",ZQHKAZXLWXNANG-UHFFFAOYSA-N,DTXCID00646745,-,1,-,-,21,-,-,-,-,-,-
2-(3-Methyl-5-isoxazolyl)-1-phenyl-1-ethanone,27349-51-5,DTXSID70449644,CC1=NOC(CC(=O)C2=CC=CC=C2)=C1,CC1=NOC(CC(=O)C2=CC=CC=C2)=C1,C12H11NO2,201.0789786,"InChI=1S/C12H11NO2/c1-9-7-11(15-13-9)8-12(14)10-5-3-2-4-6-10/h2-7H,8H2,1H3",ZWJPIJSFRLSQEK-UHFFFAOYSA-N,DTXCID00400465,-,1,-,-,15,-,-,-,-,-,-
